season,comp,round,round_alt,date,opponent,venue,min,min_alt,gf,ga,gd,scorer_first,scorer_last,assist_official,assist_1st,assist_2nd,note,id_scorer,id_assist_official,id_assist_1st,id_assist_2nd
2020-21,Bundesliga,MD6,6,2020-10-31,Arminia Bielefeld,Away,52,52,1,0,1,Mats,Hummels,Meunier,Meunier,Sancho,,hummels,meunier,meunier,sancho
2020-21,Bundesliga,MD6,6,2020-10-31,Arminia Bielefeld,Away,71,71,2,0,2,Mats,Hummels,Reus,Reus,Bellingham,,hummels,reus,reus,bellingham
2020-21,Champions League,GR3,3,2020-11-04,Club Brugge,Away,14,14,1,0,1,Thorgan,Hazard,,Delaney,Guerreiro,No Official Assist (Delaney cross deflected to Hazard),hazard,,delaney,guerreiro
2020-21,Champions League,GR3,3,2020-11-04,Club Brugge,Away,18,18,2,0,2,Erling,Haaland,,Witsel,Delaney,No Official Assist (Haaland scored his own rebound),haaland,,witsel,delaney
2020-21,Champions League,GR3,3,2020-11-04,Club Brugge,Away,32,32,3,0,3,Erling,Haaland,Meunier,Meunier,Dahoud,,haaland,meunier,meunier,dahoud
2020-21,Bundesliga,MD7,7,2020-11-07,Bayern Munich,Home,45,45,1,0,1,Marco,Reus,Guerreiro,Guerreiro,Sancho,,reus,guerreiro,guerreiro,sancho
2020-21,Bundesliga,MD7,7,2020-11-07,Bayern Munich,Home,82,82,2,3,-1,Erling,Haaland,Guerreiro,Guerreiro,Reus,,haaland,guerreiro,guerreiro,reus
2020-21,Bundesliga,MD8,8,2020-11-21,Hertha Berlin,Away,47,47,1,1,0,Erling,Haaland,Can,Can,Reus,,haaland,can,can,reus
2020-21,Bundesliga,MD8,8,2020-11-21,Hertha Berlin,Away,49,49,2,1,1,Erling,Haaland,Brandt,Brandt,Bürki,,haaland,brandt,brandt,burki
2020-21,Bundesliga,MD8,8,2020-11-21,Hertha Berlin,Away,62,62,3,1,2,Erling,Haaland,,,,No Assists (Haaland stole ball),haaland,,,
2020-21,Bundesliga,MD8,8,2020-11-21,Hertha Berlin,Away,70,70,4,1,3,Raphaël,Guerreiro,,Meunier,Reus,No Official Assist (Guerreiro scored on own blocked shot),guerreiro,,meunier,reus
2020-21,Bundesliga,MD8,8,2020-11-21,Hertha Berlin,Away,80,80,5,2,3,Erling,Haaland,Bellingham,Bellingham,Reyna,,haaland,bellingham,bellingham,reyna
2020-21,Champions League,GR4,4,2020-11-24,Club Brugge,Home,18,18,1,0,1,Erling,Haaland,Sancho,Sancho,Hummels,Hummels pass deflected to Sancho,haaland,sancho,sancho,hummels
2020-21,Champions League,GR4,4,2020-11-24,Club Brugge,Home,45,45,2,0,2,Jadon,Sancho,,,,No Assists (Sancho free kick),sancho,,,
2020-21,Champions League,GR4,4,2020-11-24,Club Brugge,Home,60,60,3,0,3,Erling,Haaland,,Hazard,Meunier,"No Official Assist (Hazard had two blocked attempts, second fell to Haaland)",haaland,,hazard,meunier
2020-21,Bundesliga,MD9,9,2020-11-28,Köln,Home,74,74,1,2,-1,Thorgan,Hazard,Reyna,Reyna,Moukoko,,hazard,reyna,reyna,moukoko
2020-21,Champions League,GR5,5,2020-12-02,Lazio,Home,44,44,1,0,1,Raphaël,Guerreiro,Hazard,Hazard,Reyna,,guerreiro,hazard,hazard,reyna
2020-21,Bundesliga,MD10,10,2020-12-05,Frankfurt,Away,56,56,1,1,0,Gio,Reyna,Sancho,Sancho,Schulz,,reyna,sancho,sancho,schulz
2020-21,Champions League,GR6,6,2020-12-08,Zenit,Away,68,68,1,1,0,Łukasz,Piszczek,,Hummels,Reus,No Official Assist (Hummels rebound fell to Piszczek),piszczek,,hummels,reus
2020-21,Champions League,GR6,6,2020-12-08,Zenit,Away,77,77,2,1,1,Axel,Witsel,Sancho,Sancho,Hazard,,witsel,sancho,sancho,hazard
2020-21,Bundesliga,MD11,11,2020-12-12,Stuttgart,Home,39,39,1,1,0,Gio,Reyna,Guerreiro,Guerreiro,Can,,reyna,guerreiro,guerreiro,can
2020-21,Bundesliga,MD12,12,2020-12-15,Werder Bremen,Away,12,12,1,0,1,Raphaël,Guerreiro,,Sancho,Reyna,No Official Assist (Sancho rebound fell to Piszczek),guerreiro,,sancho,reyna
2020-21,Bundesliga,MD12,12,2020-12-15,Werder Bremen,Away,78,78,2,1,1,Marco,Reus,,,,No Assists (Rebound of own penalty),reus,,,
2020-21,Bundesliga,MD13,13,2020-12-18,Union Berlin,Away,60,60,1,1,0,Youssoufa,Moukoko,Guerreiro,Guerreiro,Can,,moukoko,guerreiro,guerreiro,can
2020-21,DFB-Pokal,R2,2,2020-12-22,Braunschweig,Away,12,12,1,0,1,Mats,Hummels,Sancho,Sancho,,No Second Assist (Sancho took free kick),hummels,sancho,sancho,
2020-21,DFB-Pokal,R2,2,2020-12-22,Braunschweig,Away,90+2,90.2,2,0,2,Jadon,Sancho,Reus,Reus,Meunier,,sancho,reus,reus,meunier
2020-21,Bundesliga,MD14,14,2021-01-03,Wolfsburg,Home,66,66,1,0,1,Manuel,Akanji,Sancho,Sancho,,No Second Assist (Sancho corner),akanji,sancho,sancho,
2020-21,Bundesliga,MD14,14,2021-01-03,Wolfsburg,Home,90+1,90.1,2,0,2,Jadon,Sancho,Can,Can,Guerreiro,,sancho,can,can,guerreiro
2020-21,Bundesliga,MD15,15,2021-01-09,RB Leipzig,Away,55,55,1,0,1,Jadon,Sancho,Reus,Reus,Haaland,,sancho,reus,reus,haaland
2020-21,Bundesliga,MD15,15,2021-01-09,RB Leipzig,Away,71,71,2,0,2,Erling,Haaland,Sancho,Sancho,Guerreiro,,haaland,sancho,sancho,guerreiro
2020-21,Bundesliga,MD15,15,2021-01-09,RB Leipzig,Away,84,84,3,0,3,Erling,Haaland,Reus,Reus,Guerreiro,,haaland,reus,reus,guerreiro
2020-21,Bundesliga,MD16,16,2021-01-16,Mainz 05,Home,73,73,1,1,0,Thomas,Meunier,,Moukoko,Reus,No Official Assist (Moukoko pass half-cleared to Meunier),meunier,,moukoko,reus
2020-21,Bundesliga,MD17,17,2021-01-19,Leverkusen,Away,67,67,1,1,0,Julian,Brandt,Guerreiro,Guerreiro,Delaney,,brandt,guerreiro,guerreiro,delaney
2020-21,Bundesliga,MD18,18,2021-01-22,Gladbach,Away,22,22,1,1,0,Erling,Haaland,Sancho,Sancho,Guerreiro,,haaland,sancho,sancho,guerreiro
2020-21,Bundesliga,MD18,18,2021-01-22,Gladbach,Away,28,28,2,1,1,Erling,Haaland,Sancho,Sancho,Haaland,,haaland,sancho,sancho,haaland
2020-21,Bundesliga,MD19,19,2021-01-30,Augsburg,Home,26,26,1,1,0,Thomas,Delaney,Reus,Reus,,No Second Assist (Reus Free Kick),delaney,reus,reus,
2020-21,Bundesliga,MD19,19,2021-01-30,Augsburg,Home,63,63,2,1,1,Jadon,Sancho,Guerreiro,Guerreiro,Hummels,,sancho,guerreiro,guerreiro,hummels
2020-21,Bundesliga,MD19,19,2021-01-30,Augsburg,Home,75,75,3,1,2,Erling,Haaland,,Sancho,Bellingham,Own Goal awarded to Haaland,haaland,,sancho,bellingham
2020-21,DFB-Pokal,R16,3,2021-02-02,Paderborn,Home,6,6,1,0,1,Emre,Can,Delaney,Delaney,Piszczek,,can,delaney,delaney,piszczek
2020-21,DFB-Pokal,R16,3,2021-02-02,Paderborn,Home,16,16,2,0,2,Jadon,Sancho,Haaland,Haaland,Brandt,,sancho,haaland,haaland,brandt
2020-21,DFB-Pokal,R16,3,2021-02-02,Paderborn,Home,95,95,3,2,1,Erling,Haaland,Delaney,Delaney,Sancho,,haaland,delaney,delaney,sancho
2020-21,Bundesliga,MD20,20,2021-02-06,Freiburg,Away,76,76,1,2,-1,Youssoufa,Moukoko,Haaland,Haaland,Bellingham,,moukoko,haaland,haaland,bellingham
2020-21,Bundesliga,MD21,21,2021-02-13,Hoffenheim,Home,24,24,1,0,1,Jadon,Sancho,Guerreiro,Guerreiro,Haaland,,sancho,guerreiro,guerreiro,haaland
2020-21,Bundesliga,MD21,21,2021-02-13,Hoffenheim,Home,81,81,2,2,0,Erling,Haaland,,,,No Assists (Haaland won loose ball),haaland,,,
2020-21,Champions League,R16-1,7,2021-02-17,Sevilla,Away,19,19,1,1,0,Mahmoud,Dahoud,Haaland,Haaland,Morey,,dahoud,haaland,haaland,morey
2020-21,Champions League,R16-1,7,2021-02-17,Sevilla,Away,27,27,2,1,1,Erling,Haaland,Sancho,Sancho,Akanji,Combination (Akanji to Haaland to Sancho to Haaland),haaland,sancho,sancho,akanji
2020-21,Champions League,R16-1,7,2021-02-17,Sevilla,Away,43,43,3,1,2,Erling,Haaland,Reus,Reus,,No Second Assist (Reus won ball),haaland,reus,reus,
2020-21,Bundesliga,MD22,22,2021-02-20,Schalke 04,Away,42,42,1,0,1,Jadon,Sancho,,Morey,,"No Official Assist (Unclear why, Morey won ball)",sancho,morey,morey,
2020-21,Bundesliga,MD22,22,2021-02-20,Schalke 04,Away,45,45,2,0,2,Erling,Haaland,Sancho,Sancho,Brandt,,haaland,sancho,sancho,brandt
2020-21,Bundesliga,MD22,22,2021-02-20,Schalke 04,Away,60,60,3,0,3,Raphaël,Guerreiro,Reus,Reus,Brandt,Combination (Brandt to Guerreiro to Reus to Guerreiro),guerreiro,reus,reus,brandt
2020-21,Bundesliga,MD22,22,2021-02-20,Schalke 04,Away,79,79,4,0,4,Erling,Haaland,Bellingham,Bellingham,Sancho,,haaland,bellingham,bellingham,sancho
2020-21,Bundesliga,MD23,23,2021-02-27,Arminia Bielefeld,Home,48,48,1,0,1,Mahmoud,Dahoud,Sancho,Sancho,,No Second Assist (Dahoud won ball); Combination (Dahoud to Sancho to Dahoud),dahoud,sancho,sancho,
2020-21,Bundesliga,MD23,23,2021-02-27,Arminia Bielefeld,Home,58,58,2,0,2,Jadon,Sancho,,,,No Assists (Penalty),sancho,,,
2020-21,Bundesliga,MD23,23,2021-02-27,Arminia Bielefeld,Home,81,81,3,0,3,,Reinier,Haaland,Haaland,Sancho,,reinier,haaland,haaland,sancho
2020-21,DFB-Pokal,QF,4,2021-03-02,Gladbach,Away,66,66,1,0,1,Jadon,Sancho,Reus,Reus,Haaland,,sancho,reus,reus,haaland
2020-21,Bundesliga,MD24,24,2021-03-06,Bayern Munich,Away,2,2,1,0,1,Erling,Haaland,Delaney,Delaney,,No Second Assist (Delaney won ball),haaland,delaney,delaney,
2020-21,Bundesliga,MD24,24,2021-03-06,Bayern Munich,Away,9,9,2,0,2,Erling,Haaland,Hazard,Hazard,Schulz,,haaland,hazard,hazard,schulz
2020-21,Champions League,R16-2,8,2021-03-09,Sevilla,Home,35,35,1,0,1,Erling,Haaland,Reus,Reus,Dahoud,,haaland,reus,reus,dahoud
2020-21,Champions League,R16-2,8,2021-03-09,Sevilla,Home,54,54,2,0,2,Erling,Haaland,,,,No Assists (Penalty),haaland,,,
2020-21,Bundesliga,MD25,25,2021-03-13,Hertha Berlin,Home,54,54,1,0,1,Julian,Brandt,Reus,Reus,Haaland,Combination (Brandt to Reus to Brandt),brandt,reus,reus,haaland
2020-21,Bundesliga,MD25,25,2021-03-13,Hertha Berlin,Home,90+1,91,2,0,2,Youssoufa,Moukoko,,Haaland,Dahoud,,moukoko,,haaland,dahoud
2020-21,Bundesliga,MD26,26,2021-03-20,Köln,Away,3,3,1,0,1,Erling,Haaland,Can,Can,Hummels,,haaland,can,can,hummels
2020-21,Bundesliga,MD26,26,2021-03-20,Köln,Away,90,90,2,2,0,Erling,Haaland,Knauff,Knauff,Can,,haaland,knauff,knauff,can
2020-21,Bundesliga,MD27,27,2021-04-03,Frankfurt,Home,45,45,1,1,0,Mats,Hummels,Can,Can,Reus,,hummels,can,can,reus
2020-21,Champions League,QF-1,9,2021-04-06,Manchester City,Away,84,84,1,1,0,Marco,Reus,Haaland,Haaland,Bellingham,,reus,haaland,haaland,bellingham
2020-21,Bundesliga,MD28,28,2021-04-10,Stuttgart,Away,47,47,1,1,0,Jude,Bellingham,Reyna,Reyna,Dahoud,,bellingham,reyna,reyna,dahoud
2020-21,Bundesliga,MD28,28,2021-04-10,Stuttgart,Away,52,52,2,1,1,Marco,Reus,Morey,Morey,Reyna,,reus,morey,morey,reyna
2020-21,Bundesliga,MD28,28,2021-04-10,Stuttgart,Away,80,80,3,1,2,Ansgar,Knauff,Haaland,Haaland,Morey,,knauff,haaland,haaland,morey
2020-21,Champions League,QF-2,10,2021-04-14,Manchester City,Home,15,15,1,0,1,Jude,Bellingham,,Dahoud,Haaland,No Official Assist (Dahoud shot blocked,bellingham,,dahoud,haaland
2020-21,Bundesliga,MD29,29,2021-04-18,Werder Bremen,Home,29,29,1,1,0,Gio,Reyna,Morey,Morey,Akanji,,reyna,morey,morey,akanji
2020-21,Bundesliga,MD29,29,2021-04-18,Werder Bremen,Home,34,34,2,1,1,Erling,Haaland,,,,No Assists (Penalty),haaland,,,
2020-21,Bundesliga,MD29,29,2021-04-18,Werder Bremen,Home,38,38,3,1,2,Erling,Haaland,,Reyna,Bellingham,No Official Assist (Reyna cross deflected),haaland,,reyna,bellingham
2020-21,Bundesliga,MD29,29,2021-04-18,Werder Bremen,Home,87,87,4,1,3,Mats,Hummels,Hazard,Hazard,,No Second Assist (Hazard Corner),hummels,hazard,hazard,
2020-21,Bundesliga,MD30,30,2021-04-21,Union Berlin,Home,27,27,1,0,1,Marco,Reus,,Haaland,,No Official Assist (Haaland saved penalty),reus,,haaland,
2020-21,Bundesliga,MD30,30,2021-04-21,Union Berlin,Home,88,88,2,0,2,Raphaël,Guerreiro,Brandt,Brandt,Haaland,No Official Assist (Haaland saved penalty),guerreiro,brandt,brandt,haaland
2020-21,Bundesliga,MD31,31,2021-04-24,Wolfsburg,Away,12,12,1,0,1,Erling,Haaland,,,,No Assists (Haaland won ball),haaland,,,
2020-21,Bundesliga,MD31,31,2021-04-24,Wolfsburg,Away,68,68,2,0,2,Erling,Haaland,Dahoud,Dahoud,,No Second Assist (Dahoud won ball),haaland,dahoud,dahoud,
2020-21,DFB-Pokal,SF,5,2021-05-01,Holstein Kiel,Home,16,16,1,0,1,Gio,Reyna,Sancho,Sancho,Hummels,,reyna,sancho,sancho,hummels
2020-21,DFB-Pokal,SF,5,2021-05-01,Holstein Kiel,Home,22,22,2,0,2,Gio,Reyna,Guerreiro,Guerreiro,Reus,,reyna,guerreiro,guerreiro,reus
2020-21,DFB-Pokal,SF,5,2021-05-01,Holstein Kiel,Home,26,26,3,0,3,Marco,Reus,Can,Can,Reyna,,reus,can,can,reyna
2020-21,DFB-Pokal,SF,5,2021-05-01,Holstein Kiel,Home,32,32,4,0,4,Thorgan,Hazard,,,,No Assists (Hazard won ball),hazard,,,
2020-21,DFB-Pokal,SF,5,2021-05-01,Holstein Kiel,Home,41,41,5,0,5,Jude,Bellingham,Sancho,Sancho,Hazard,,bellingham,sancho,sancho,hazard
2020-21,Bundesliga,MD32,32,2021-05-08,RB Leipzig,Home,7,7,1,0,1,Marco,Reus,Hazard,Hazard,Piszczek,,reus,hazard,hazard,piszczek
2020-21,Bundesliga,MD32,32,2021-05-08,RB Leipzig,Home,51,51,2,0,2,Jadon,Sancho,Guerreiro,Guerreiro,Can,,sancho,guerreiro,guerreiro,can
2020-21,Bundesliga,MD32,32,2021-05-08,RB Leipzig,Home,51,87,3,2,1,Jadon,Sancho,Guerreiro,Guerreiro,Brandt,Combination (Brandt-Sancho-Guerreiro-Sancho),sancho,guerreiro,guerreiro,brandt
2020-21,DFB-Pokal,F,6,2021-05-13,RB Leipzig,Neutral,5,5,1,0,1,Jadon,Sancho,Dahoud,Dahoud,Haaland,,sancho,dahoud,dahoud,haaland
2020-21,DFB-Pokal,F,6,2021-05-13,RB Leipzig,Neutral,28,28,2,0,2,Erling,Haaland,Reus,Reus,,No Second Assist (Reus won loose ball),haaland,reus,reus,
2020-21,DFB-Pokal,F,6,2021-05-13,RB Leipzig,Neutral,45+1,45.1,3,0,3,Jadon,Sancho,Reus,Reus,Dahoud,,sancho,reus,reus,dahoud
2020-21,DFB-Pokal,F,6,2021-05-13,RB Leipzig,Neutral,87,87,4,1,3,Erling,Haaland,Sancho,Sancho,Reus,,haaland,sancho,sancho,reus
2020-21,Bundesliga,MD33,33,2021-05-16,Mainz 05,Away,23,23,1,0,1,Raphaël,Guerreiro,Sancho,Sancho,Meunier,,guerreiro,sancho,sancho,meunier
2020-21,Bundesliga,MD33,33,2021-05-16,Mainz 05,Away,42,42,2,0,2,Marco,Reus,Sancho,Sancho,Guerreiro,,reus,sancho,sancho,guerreiro
2020-21,Bundesliga,MD33,33,2021-05-16,Mainz 05,Away,80,80,3,0,3,Julian,Brandt,Haaland,Haaland,Bürki,,brandt,haaland,haaland,burki
2020-21,Bundesliga,MD34,34,2021-05-22,Leverkusen,Home,5,5,1,0,1,Erling,Haaland,Reinier,Reinier,Brandt,,haaland,reinier,reinier,brandt
2020-21,Bundesliga,MD34,34,2021-05-22,Leverkusen,Home,51,51,2,0,2,Marco,Reus,,,,No Assists (Direct free kick),reus,,,
2020-21,Bundesliga,MD34,34,2021-05-22,Leverkusen,Home,84,84,3,0,3,Erling,Haaland,,,,No Assists (Haaland won ball),haaland,,,
2021-22,DFB-Pokal,R1,1,2021-08-07,Wiesbaden,Away,26,26,1,0,1,Erling,Haaland,Reus,Reus,Reyna,,haaland,reus,reus,reyna
2021-22,DFB-Pokal,R1,1,2021-08-07,Wiesbaden,Away,31,31,2,0,2,Erling,Haaland,,,,No Assists (Penalty),haaland,,,
2021-22,DFB-Pokal,R1,1,2021-08-07,Wiesbaden,Away,51,51,3,0,3,Erling,Haaland,,Reyna,Reus,,haaland,,reyna,reus
2021-22,Bundesliga,MD1,1,2021-08-14,Frankfurt,Home,23,23,1,0,1,Marco,Reus,Haaland,Haaland,Hazard,,reus,haaland,haaland,hazard
2021-22,Bundesliga,MD1,1,2021-08-14,Frankfurt,Home,32,32,2,1,1,Thorgan,Hazard,Haaland,Haaland,Reus,,hazard,haaland,haaland,reus
2021-22,Bundesliga,MD1,1,2021-08-14,Frankfurt,Home,34,34,3,1,2,Erling,Haaland,Reus,Reus,Kobel,,haaland,reus,reus,kobel
2021-22,Bundesliga,MD1,1,2021-08-14,Frankfurt,Home,58,58,4,1,3,Gio,Reyna,Haaland,Haaland,Reus,"Reus possession broken up, landed with Haaland",reyna,haaland,haaland,reus
2021-22,Bundesliga,MD1,1,2021-08-14,Frankfurt,Home,70,70,5,1,4,Erling,Haaland,Reus,Reus,,No 2nd Assist (Reus interception),haaland,reus,reus,
2021-22,DFL-Supercup,F,1,2021-08-17,Bayern Munich,Home,64,64,1,2,-1,Marco,Reus,Bellingham,Bellingham,Passlack,,reus,bellingham,bellingham,passlack
2021-22,Bundesliga,MD2,2,2021-08-21,Freiburg,Away,59,59,1,2,-1,Felix,Passlack,,Reyna,Bellingham,Own Goal awarded to Passlack,passlack,,reyna,bellingham
2021-22,Bundesliga,MD3,3,2021-08-27,Hoffenheim,Home,49,49,1,0,1,Gio,Reyna,Bellingham,Bellingham,Reus,,reyna,bellingham,bellingham,reus
2021-22,Bundesliga,MD3,3,2021-08-27,Hoffenheim,Home,69,69,2,1,1,Jude,Bellingham,,Guerreiro,Akanji,,bellingham,,guerreiro,akanji
2021-22,Bundesliga,MD3,3,2021-08-27,Hoffenheim,Home,90+1,90.1,3,2,1,Erling,Haaland,,Moukoko,Wolf,,haaland,,moukoko,wolf
2021-22,Bundesliga,MD4,4,2021-09-11,Leverkusen,Away,37,37,1,1,0,Erling,Haaland,Meunier,Meunier,Brandt,,haaland,meunier,meunier,brandt
2021-22,Bundesliga,MD4,4,2021-09-11,Leverkusen,Away,49,49,2,2,0,Julian,Brandt,Haaland,Haaland,Meunier,,brandt,haaland,haaland,meunier
2021-22,Bundesliga,MD4,4,2021-09-11,Leverkusen,Away,71,71,3,3,0,Raphaël,Guerreiro,,,,No assists (Guerreiro free kick),guerreiro,,,
2021-22,Bundesliga,MD4,4,2021-09-11,Leverkusen,Away,77,77,4,3,1,Erling,Haaland,,,,No assists (Haaland penalty),haaland,,,
2021-22,Champions League,GR,1,2021-09-15,Beşiktaş,Away,20,20,1,0,1,Jude,Bellingham,Meunier,Meunier,Dahoud,,bellingham,meunier,meunier,dahoud
2021-22,Champions League,GR,1,2021-09-15,Beşiktaş,Away,45+3,45.3,2,0,2,Erling,Haaland,Bellingham,Bellingham,Guerreiro,,haaland,bellingham,bellingham,guerreiro
2021-22,Bundesliga,MD5,5,2021-09-19,Union Berlin,Home,10,10,1,0,1,Raphaël,Guerreiro,,Dahoud,Malen,No official assist (Dahoud pass deflected); Combination (Malen-Guerreiro-Dahoud-Guerreiro),guerreiro,,dahoud,malen
2021-22,Bundesliga,MD5,5,2021-09-19,Union Berlin,Home,24,24,2,0,2,Erling,Haaland,Meunier,Meunier,Dahoud,,haaland,meunier,meunier,dahoud
2021-22,Bundesliga,MD5,5,2021-09-19,Union Berlin,Home,52,52,3,0,3,Marco,Reus,,Bellingham,Meunier,Own Goal awarded to Reus,reus,,bellingham,meunier
2021-22,Bundesliga,MD5,5,2021-09-19,Union Berlin,Home,83,83,4,2,2,Erling,Haaland,Hummels,Hummels,Guerreiro,,haaland,hummels,hummels,guerreiro
2021-22,Champions League,GR,2,2021-09-28,Sporting CP,Home,37,37,1,0,1,Donyell,Malen,Bellingham,Bellingham,Akanji,,malen,bellingham,bellingham,akanji
2021-22,Bundesliga,MD7,7,2021-10-02,Augsburg,Away,9,9,1,0,1,Raphaël,Guerreiro,,,,No Assists (Penalty),guerreiro,,,
2021-22,Bundesliga,MD7,7,2021-10-02,Augsburg,Away,51,51,2,1,1,Julian,Brandt,Reus,Reus,Wolf,,brandt,reus,reus,wolf
2021-22,Bundesliga,MD8,8,2021-10-16,Mainz 05,Home,3,3,1,0,1,Marco,Reus,,Meunier,Brandt,No Official Assist (cross hit a defender),reus,,meunier,brandt
2021-22,Bundesliga,MD8,8,2021-10-16,Mainz 05,Home,54,54,2,0,2,Erling,Haaland,,,,No Assists (Penalty),haaland,,,
2021-22,Bundesliga,MD8,8,2021-10-16,Mainz 05,Home,90+4,90.4,3,1,2,Erling,Haaland,Bellingham,Bellingham,,No Second Assist (Bellingham won the ball),haaland,bellingham,bellingham,
2021-22,Bundesliga,MD9,9,2021-10-23,Arminia Bielefeld,Away,31,31,1,0,1,Emre,Can,,,,No Assists (Penalty),can,,,
2021-22,Bundesliga,MD9,9,2021-10-23,Arminia Bielefeld,Away,45,45,2,0,2,Mats,Hummels,,Akanji,Hazard,No Official Assist (clearance fell to Hummels),hummels,,akanji,hazard
2021-22,Bundesliga,MD9,9,2021-10-23,Arminia Bielefeld,Away,73,73,3,0,3,Jude,Bellingham,Reus,Reus,Brandt,,bellingham,reus,reus,brandt
2021-22,DFB-Pokal,R2,2,2021-10-26,Ingolstadt 04,Home,72,72,1,0,1,Thorgan,Hazard,Brandt,Brandt,Reinier,,hazard,brandt,brandt,reinier
2021-22,DFB-Pokal,R2,2,2021-10-26,2021-10-26,Home,82,82,1,0,1,Thorgan,Hazard,Brandt,Brandt,Wolf,,hazard,brandt,brandt,wolf
2021-22,Bundesliga,MD10,10,2021-10-30,Köln,Home,40,40,1,0,1,Thorgan,Hazard,Bellingham,Bellingham,Brandt,,hazard,bellingham,bellingham,brandt
2021-22,Bundesliga,MD10,10,2021-10-30,Köln,Home,64,64,2,0,2,Steffen,Tigges,Brandt,Brandt,,No Second Assist (Brandt corner),tigges,brandt,brandt,
2021-22,Champions League,GR,4,2021-11-03,Ajax,Home,37,37,1,0,1,Marco,Reus,,,,No Assists (Penalty),reus,,,
2021-22,Bundesliga,MD11,11,2021-11-06,RB Leipzig,Away,52,52,1,1,0,Marco,Reus,Meunier,Meunier,Brandt,,reus,meunier,meunier,brandt
2021-22,Bundesliga,MD12,12,2021-11-20,Stuttgart,Home,56,56,1,0,1,Donyell,Malen,Guerreiro,Guerreiro,Bellingham,,malen,guerreiro,guerreiro,bellingham
2021-22,Bundesliga,MD12,12,2021-11-20,Stuttgart,Home,85,85,2,1,1,Marco,Reus,,Hazard,Tigges,No Official Assist (Reus scores on Hazard Rebound); Combination (Tigges-Reus-Hazard-Reus),reus,,hazard,tigges
2021-22,Champions League,GR,5,2021-11-24,Sporting CP,Away,90+3,93,1,3,-2,Donyell,Malen,Reus,Reus,Brandt,,malen,reus,reus,brandt
2021-22,Bundesliga,MD13,13,2021-11-27,Wolfsburg,Away,35,35,1,1,0,Emre,Can,,,,No Assists (Penalty),can,,,
2021-22,Bundesliga,MD13,13,2021-11-27,Wolfsburg,Away,55,55,2,1,1,Donyell,Malen,Reus,Reus,Schulz,,malen,reus,reus,schulz
2021-22,Bundesliga,MD13,13,2021-11-27,Wolfsburg,Away,81,81,3,1,2,Erling,Haaland,Brandt,Brandt,Reus,,haaland,brandt,brandt,reus
2021-22,Bundesliga,MD14,14,2021-12-04,Bayern Munich,Home,5,5,1,0,1,Julian,Brandt,Bellingham,Bellingham,Guerreiro,,brandt,bellingham,bellingham,guerreiro
2021-22,Bundesliga,MD14,14,2021-12-04,Bayern Munich,Home,48,48,2,2,0,Erling,Haaland,Bellingham,Bellingham,Meunier,Meunier cross struck defender and fell to Bellingham,haaland,bellingham,bellingham,meunier
2021-22,Champions League,GR,6,2021-12-07,Beşiktaş,Home,29,29,1,0,1,Donyell,Malen,Bellingham,Bellingham,Schulz,,malen,bellingham,bellingham,schulz
2021-22,Champions League,GR,6,2021-12-07,Beşiktaş,Home,45+2,45.2,2,0,2,Marco,Reus,,,,No Assists (Penalty),reus,,,
2021-22,Champions League,GR,6,2021-12-07,Beşiktaş,Home,53,53,3,0,3,Marco,Reus,Dahoud,Dahoud,Reinier,Combination (Reinier-Dahoud-Reus-Dahoud-Reus),reus,dahoud,dahoud,reinier
2021-22,Champions League,GR,6,2021-12-07,Beşiktaş,Home,68,68,4,0,4,Erling,Haaland,Schulz,Schulz,Dahoud,,haaland,schulz,schulz,dahoud
2021-22,Champions League,GR,6,2021-12-07,Beşiktaş,Home,81,81,5,0,5,Erling,Haaland,Dahoud,Dahoud,,No Second Assist (Dahoud corner),haaland,dahoud,dahoud,
2021-22,Bundesliga,MD15,15,2021-12-11,VfL Bochum,Away,85,85,1,1,0,Julian,Brandt,Haaland,Haaland,Reus,,brandt,haaland,haaland,reus
2021-22,Bundesliga,MD16,16,2021-12-15,Greuther Fürth,Home,33,33,1,0,1,Erling,Haaland,,,,No Assists (Penalty),haaland,,,
2021-22,Bundesliga,MD16,16,2021-12-15,Greuther Fürth,Home,82,82,2,0,2,Erling,Haaland,Brandt,Brandt,,No Second Assist (Brandt Free Kick),haaland,brandt,brandt,
2021-22,Bundesliga,MD16,16,2021-12-15,Greuther Fürth,Home,89,89,3,0,3,Donyell,Malen,Brandt,Brandt,Meunier,,malen,brandt,brandt,meunier
2021-22,Bundesliga,MD17,17,2021-12-18,Hertha BSC,Away,31,31,1,0,1,Julian,Brandt,,Haaland,Dahoud,No Official Assist (Defender deflected to Brandt),brandt,,haaland,dahoud
2021-22,Bundesliga,MD17,17,2021-12-18,Hertha BSC,Away,83,83,2,3,-1,Steffen,Tigges,Guerreiro,Guerreiro,Dahoud,,tigges,guerreiro,guerrerio,dahoud
2021-22,Bundesliga,MD18,18,2022-01-08,Frankfurt,Away,71,71,1,2,-1,Thorgan,Hazard,Haaland,Haaland,Reus,,hazard,haaland,haaland,reus
2021-22,Bundesliga,MD18,18,2022-01-08,Frankfurt,Away,87,87,2,2,0,Jude,Bellingham,Meunier,Meunier,Haaland,Haaland pass blocked to Meunier,bellingham,meunier,meunier,haaland
