season,comp,round,round_alt,date,opponent,venue,min,min_alt,gf,ga,gd,scorer_first,scorer_last,assist_official,assist_1st,assist_2nd,note,id_scorer,id_assist_official,id_assist_1st,id_assist_2nd
2017-18,Bundesliga,MD6,6,2017-09-23,Gladbach,Home,38,38,2,0,2,Maximilian,Philipp,Toljan,Toljan,Dahoud,,philipp,toljan,toljan,dahoud
2017-18,Bundesliga,MD6,6,2017-09-23,Gladbach,Home,45,45,3,0,3,Pierre-Emerick,Aubameyang,Philipp,Philipp,Papastathopoulos,,aubameyang,philipp,philipp,papastathopoulos
2017-18,Bundesliga,MD6,6,2017-09-23,Gladbach,Home,49,49,4,0,4,Pierre-Emerick,Aubameyang,,Götze,,No Official Assist (Aubameyang scored after his own rebound); No 2nd Assist (Götze free kick),aubameyang,,gotze,
2017-18,Bundesliga,MD6,6,2017-09-23,Gladbach,Home,62,62,5,0,5,Pierre-Emerick,Aubameyang,Dahoud,Dahoud,,No 2nd Assist (A Pulisic block deflected a pass to Dahoud),aubameyang,dahoud,dahoud,
2017-18,Bundesliga,MD6,6,2017-09-23,Gladbach,Home,79,79,6,1,5,Julian,Weigl,,,,No Assists (Weigl won the ball),weigl,,,
2017-18,Champions League,GR-2,2,2017-09-26,Real Madrid,Home,54,54,1,2,-1,Pierre-Emerick,Aubameyang,Castro,Castro,Philipp,,aubameyang,castro,castro,philipp
2017-18,Bundesliga,MD7,7,2017-09-30,Augsburg,Away,4,4,1,0,1,Andriy,Yarmolenko,,Kagawa,,No Official Assist (Kagawa corner struck a defender and fell to Yarmolenko),yarmolenko,,kagawa,
2017-18,Bundesliga,MD7,7,2017-09-30,Augsburg,Away,23,23,2,1,1,Shinji,Kagawa,Yarmolenko,Yarmolenko,Aubameyang,,kagawa,yarmolenko,yarmolenko,aubameyang
2017-18,Bundesliga,MD8,8,2017-10-14,RB Leipzig,Home,4,4,1,0,1,Pierre-Emerick,Aubameyang,,,,No Assists (Aubameyang won the ball),aubameyang,,,
2017-18,Bundesliga,MD8,8,2017-10-14,RB Leipzig,Home,64,64,2,3,-1,Pierre-Emerick,Aubameyang,,,,No Assists (Penalty),aubameyang,,,
2017-18,Champions League,GR-3,3,2017-10-17,APOEL FC,Away,67,67,1,1,0,Sokratis,Papastathopoulos,Götze,Götze,Schmelzer,,papastathopoulos,gotze,gotze,schmelzer
2017-18,Bundesliga,MD9,9,2017-10-21,Frankfurt,Away,18,18,1,0,1,Nuri,Şahin,Bartra,Bartra,Philipp,Philipp pass blocked to Bartra,sahin,bartra,bartra,philipp
2017-18,Bundesliga,MD9,9,2017-10-21,Frankfurt,Away,57,57,2,0,2,Maximilian,Philipp,Götze,Götze,Şahin,,philipp,gotze,gotze,sahin
2017-18,DFB-Pokal,R2,2,2017-10-24,Magdeburg,Away,42,42,1,0,1,Gonzalo,Castro,Isak,Isak,Yarmolenko,,castro,isak,isak,yarmolenko
2017-18,DFB-Pokal,R2,2,2017-10-24,Magdeburg,Away,47,47,2,0,2,Alexander,Isak,Philipp,Philipp,Yarmolenko,,isak,philipp,philipp,yarmolenko
2017-18,DFB-Pokal,R2,2,2017-10-24,Magdeburg,Away,73,73,3,0,3,Andriy,Yarmolenko,,,,No Assists (Penalty),yarmolenko,,,
2017-18,DFB-Pokal,R2,2,2017-10-24,Magdeburg,Away,79,79,4,0,4,Marc,Bartra,Kagawa,Kagawa,Castro,,bartra,kagawa,kagawa,
2017-18,DFB-Pokal,R2,2,2017-10-24,Magdeburg,Away,90+1,90.1,5,0,5,Shinji,Kagawa,,Philipp,Şahin,No Official Assist (Initial shot by Kagawa blocked),kagawa,,philipp,sahin
2017-18,Bundesliga,MD10,10,2017-10-28,Hannover 96,Away,27,27,1,1,0,Dan-Axel,Zagadou,,Şahin,Bartra,No Official Assist (Sahin shot blocked to Zagadou),zagadou,,sahin,bartra
2017-18,Bundesliga,MD10,10,2017-10-28,Hannover 96,Away,52,52,2,2,0,Andriy,Yarmolenko,,Schmelzer,Pulisic,No Official Assist (Schmelzer cross blocked to Yarmolenko),yarmolenko,,schmelzer,pulisic
2017-18,Champions League,GR-4,4,2017-11-01,APOEL FC,Home,29,29,1,0,1,Raphaël,Guerreiro,Kagawa,Kagawa,Weigl,,guerreiro,kagawa,kagawa,weigl
2017-18,Bundesliga,MD11,11,2017-11-04,Bayern Munich,Home,88,88,1,3,-2,Marc,Bartra,Castro,Castro,Pulisic,,bartra,castro,castro,pulisic
2017-18,Bundesliga,MD12,12,2017-11-17,Stuttgart,Away,45+3,45.3,1,1,0,Maximilian,Philipp,,Schürrle,,No Official Assist (Philipp scored on Schürrle’s saved penalty rebound),philipp,,schurrle,
2017-18,Champions League,GR-5,5,2017-11-21,Tottenham,Home,31,31,1,0,1,Pierre-Emerick,Aubameyang,Yarmolenko,Yarmolenko,Guerreiro,,aubameyang,yarmolenko,yarmolenko,guerreiro
2017-18,Bundesliga,MD13,13,2017-11-25,Schalke 04,Home,12,12,1,0,1,Pierre-Emerick,Aubameyang,,Şahin,Pulisic,No Official Assist (Şahin pass deflected to Aubameyang),aubameyang,,sahin,pulisic
2017-18,Bundesliga,MD13,13,2017-11-25,Schalke 04,Home,18,18,2,0,2,Nuri,Şahin,,,,Own Goal awarded to Şahin; No Assists (Şahin free kick),sahin,,,
2017-18,Bundesliga,MD13,13,2017-11-25,Schalke 04,Home,20,20,3,0,3,Mario,Götze,Aubameyang,Aubameyang,Yarmolenko,,gotze,aubameyang,aubameyang,yarmolenko
2017-18,Bundesliga,MD13,13,2017-11-25,Schalke 04,Home,25,25,4,0,4,Raphaël,Guerreiro,,Aubameyang,Götze,No Official Assist (Aubameyang shot blocked and fell to Guerreiro),guerreiro,,aubameyang,gotze
2017-18,Bundesliga,MD14,14,2017-12-02,Leverkusen,Away,73,73,1,1,0,Andriy,Yarmolenko,Schürrle,Schürrle,Guerreiro,,yarmolenko,schurrle,schurrle,guerreiro
2017-18,Champions League,GR-6,6,2017-12-06,Real Madrid,Away,43,43,1,2,-1,Pierre-Emerick,Aubameyang,Schmelzer,Schmelzer,,No Second Assist (Schmelzer won the ball),aubameyang,schmelzer,schmelzer,
2017-18,Champions League,GR-6,6,2017-12-06,Real Madrid,Away,48,48,2,2,0,Pierre-Emerick,Aubameyang,,Kagawa,Şahin,No Official Assist (Aubameyang scored on his own rebound),aubameyang,,kagawa,sahin
2017-18,Bundesliga,MD15,15,2017-12-09,Werder Bremen,Home,57,57,1,1,0,Pierre-Emerick,Aubameyang,Kagawa,Kagawa,Schmelzer,,aubameyang,kagawa,kagawa,schmelzer
2017-18,Bundesliga,MD16,16,2017-12-12,Mainz 05,Away,55,55,1,0,1,Sokratis,Papastathopoulos,,Toprak,Kagawa,No Official Assist (Toprak shot saved and fell to Papastathopoulos),papastathopoulos,,toprak,kagawa
2017-18,Bundesliga,MD16,16,2017-12-12,Mainz 05,Away,89,89,2,0,2,Shinji,Kagawa,Aubameyang,Aubameyang,Yarmolenko,,kagawa,aubameyang,aubameyang,yarmolenko
2017-18,Bundesliga,MD17,17,2017-12-16,Hoffenheim,Home,63,63,1,1,0,Pierre-Emerick,Aubameyang,,,,No Assists (Penalty),aubameyang,,,
2017-18,Bundesliga,MD17,17,2017-12-16,Hoffenheim,Home,89,89,2,1,1,Christian,Pulisic,,Kagawa,Dahoud,No Official Assist (Kagawa pass took a deflection),pulisic,,kagawa,dahoud
2017-18,DFB-Pokal,R16,3,2017-12-20,Bayern Munich,Away,77,77,1,2,-1,Andriy,Yarmolenko,Kagawa,Kagawa,Schmelzer,,yarmolenko,kagawa,kagawa,schmelzer
2017-18,Bundesliga,MD19,19,2018-01-19,Hertha Berlin,Away,71,71,1,1,0,Shinji,Kagawa,Sancho,Sancho,,No 2nd Assist (Sancho won the ball),kagawa,sancho,sancho,
2017-18,Bundesliga,MD20,20,2018-01-27,Freiburg,Home,9,9,1,0,1,Shinji,Kagawa,,Piszczek,Castro,No Official Assist (Castro’s ball deflected off several players and fell to Piszczek; Piszczek’s shot blocked and fell to Kagawa),kagawa,,piszczek,castro
2017-18,Bundesliga,MD20,20,2018-01-27,Freiburg,Home,90+3,90.3,2,2,0,Jeremy,Toljan,,Yarmolenko,Kagawa,No Official Assist (Yarmolenko's cross blocked to Toljan),toljan,,yarmolenko,kagawa
2017-18,Bundesliga,MD21,21,2018-02-02,Köln,Away,35,35,1,0,1,Michy,Batshuayi,Toljan,Toljan,Kagawa,,batshuayi,toljan,toljan,kagawa
2017-18,Bundesliga,MD21,21,2018-02-02,Köln,Away,62,62,2,1,1,Michy,Batshuayi,Pulisic,Pulisic,Bürki,Combination (Bürki to Pulisic to Batshuayi to Pulisic to Batshuayi),batshuayi,pulisic,pulisic,burki
2017-18,Bundesliga,MD21,21,2018-02-02,Köln,Away,84,84,3,2,1,André,Schürrle,Batshuayi,Batshuayi,Kagawa,,schurrle,batshuayi,batshuayi,kagawa
2017-18,Bundesliga,MD22,22,2018-02-10,Hamburger SV,Home,49,49,1,0,1,Michy,Batshuayi,Pulisic,Pulisic,Reus,,batshuayi,pulisic,pulisic,reus
2017-18,Bundesliga,MD22,22,2018-02-10,Hamburger SV,Home,90+2,90.2,2,0,2,Mario,Götze,Schürrle,Schürrle,Batshuayi,,gotze,schurrle,schurrle,batshuayi
2017-18,Europa League,R32-1,7,2018-02-16,Atalanta,Home,30,30,1,0,1,André,Schürrle,Piszczek,Piszczek,Batshuayi,,schurrle,piszczek,piszczek,batshuayi
2017-18,Europa League,R32-1,7,2018-02-16,Atalanta,Home,65,65,2,2,0,Michy,Batshuayi,Götze,Götze,Schürrle,,batshuayi,gotze,gotze,schurrle
2017-18,Europa League,R32-1,7,2018-02-16,Atalanta,Home,90+1,90.1,3,2,1,Michy,Batshuayi,Götze,Götze,,No 2nd Assist (Götze won the ball),batshuayi,gotze,gotze,
2017-18,Bundesliga,MD23,23,2018-02-18,Gladbach,Away,32,32,1,0,1,Marco,Reus,Schürrle,Schürrle,Götze,,reus,schurrle,schurrle,gotze
2017-18,Europa League,R32-2,8,2018-02-22,Atalanta,Away,83,83,1,1,0,Marcel,Schmelzer,,Reus,Piszczek,No Official Assist (Reus shot saved and fell to Schmelzer),schmelzer,,reus,piszczek
2017-18,Bundesliga,MD24,24,2018-02-26,Augsburg,Home,16,16,1,0,1,Marco,Reus,,Schürrle,Götze,No Official Assist (Schürrle cross blocked and fell to Reus),reus,,schurrle,gotze
2017-18,Bundesliga,MD25,25,2018-03-03,RB Leipzig,Away,38,38,1,0,1,Marco,Reus,Dahoud,Dahoud,Toprak,,reus,dahoud,dahoud,toprak
2017-18,Europa League,R16-1,9,2018-03-08,Red Bull Salzburg,Home,62,62,1,2,-1,André,Schürrle,Pulisic,Pulisic,Reus,,schurrle,pulisic,pulisic,reus
2017-18,Bundesliga,MD26,26,2018-03-11,Frankfurt,Home,11,11,1,0,1,Christian,Pulisic,,Dahoud,,Own Goal awarded to Pulisic; No Official Assist (Pulisic cross deflected in); No 2nd Assist (Dahoud won the ball),pulisic,,dahoud,
2017-18,Bundesliga,MD26,26,2018-03-11,Frankfurt,Home,77,77,2,1,1,Michy,Batshuayi,Pulisic,Pulisic,Weigl,Combination (Weigl to Pulisic to Batshuayi to Pulisic to Batshuayi),batshuayi,pulisic,pulisic,weigl
2017-18,Bundesliga,MD26,26,2018-03-11,Frankfurt,Home,90+4,90.4,3,2,1,Michy,Batshuayi,Piszczek,Piszczek,Castro,,batshuayi,piszczek,piszczek,castro
2017-18,Bundesliga,MD27,27,2018-03-18,Hannover 96,Home,24,24,1,0,1,Michy,Batshuayi,Schürrle,Schürrle,,No 2nd Assist (Schürrle corner),batshuayi,schurrle,schurrle,
2017-18,Bundesliga,MD29,29,2018-04-08,Stuttgart,Home,38,38,1,0,1,Christian,Pulisic,Piszczek,Piszczek,Papastathopoulos,,pulisic,piszczek,piszczek,papastathopoulos
2017-18,Bundesliga,MD29,29,2018-04-08,Stuttgart,Home,48,48,2,0,2,Michy,Batshuayi,Şahin,Şahin,Dahoud,Combination (Dahoud to Batshuayi to Şahin to Batshuayi),batshuayi,sahin,sahin,dahoud
2017-18,Bundesliga,MD29,29,2018-04-08,Stuttgart,Home,59,59,3,0,3,Maximilian,Philipp,,Pulisic,Dahoud,No Official Assist (Philipp scored on his own rebound),philipp,,pulisic,dahoud
2017-18,Bundesliga,MD31,31,2018-04-21,Leverkusen,Home,13,13,1,0,1,Jadon,Sancho,Pulisic,Pulisic,Götze,,sancho,pulisic,pulisic,gotze
2017-18,Bundesliga,MD31,31,2018-04-21,Leverkusen,Home,55,55,2,0,2,Marco,Reus,Götze,Götze,Weigl,,reus,gotze,gotze,weigl
2017-18,Bundesliga,MD31,31,2018-04-21,Leverkusen,Home,63,63,3,0,3,Maximilian,Philipp,Sancho,Sancho,Akanji,,philipp,sancho,sancho,akanji
2017-18,Bundesliga,MD31,31,2018-04-21,Leverkusen,Home,79,79,4,0,4,Marco,Reus,Sancho,Sancho,Dahoud,,reus,sancho,sancho,dahoud
2017-18,Bundesliga,MD32,32,2018-04-29,Werder Bremen,Away,19,19,1,0,1,Marco,Reus,,Philipp,Piszczek,No Official Assist (Philipp shot blocked and fell to Reus),reus,,philipp,piszczek
2017-18,Bundesliga,MD33,33,2018-05-05,Mainz 05,Home,16,16,1,2,-1,Maximilian,Philipp,Sancho,Sancho,Akanji,,philipp,sancho,sancho,akanji
2017-18,Bundesliga,MD34,34,2018-05-12,Hoffenheim,Away,58,58,1,1,0,Marco,Reus,Guerreiro,Guerreiro,Sancho,Combination (Sancho to Guerreiro to Reus to Guerreiro to Reus),reus,guerreiro,guerreiro,sancho
2018-19,DFB-Pokal,R1,1,2018-08-20,Greuther Fürth,Away,90+5,90.5,1,1,0,Axel,Witsel,Reus,Reus,Bürki,Bürki pass took deflection before reaching Reus,witsel,reus,reus,burki
2018-19,DFB-Pokal,R1,1,2018-08-20,Greuther Fürth,Away,120,120,2,1,1,Marco,Reus,Sancho,Sancho,Akanji,,reus,sancho,sancho,akanji
2018-19,Bundesliga,MD1,1,2018-08-26,RB Leipzig,Home,21,21,1,1,0,Mahmoud,Dahoud,Schmelzer,Schmelzer,Philipp,,dahoud,schmelzer,schmelzer,philipp
2018-19,Bundesliga,MD1,1,2018-08-26,RB Leipzig,Home,40,40,2,1,1,Marco,Reus,,,,Own Goal awarded to Reus; No Assists (Reus free kick),reus,,,
2018-19,Bundesliga,MD1,1,2018-08-26,RB Leipzig,Home,43,43,3,1,2,Axel,Witsel,,Delaney,Pulisic,No Official Assist (Delaney shot saved and fell to Witsel),witsel,,delaney,pulisic
2018-19,Bundesliga,MD1,1,2018-08-26,RB Leipzig,Home,90+1,90.1,4,1,3,Marco,Reus,Sancho,Sancho,Dahoud,,reus,sancho,sancho,dahoud
2018-19,Bundesliga,MD3,3,2018-09-14,Frankfurt,Home,36,36,1,0,1,Abdou,Diallo,,Bruun Larsen,,"No Official Assist (Diallo scored on his third attempt), No 2nd Assist (Bruun Larsen corner)",diallo,,bruun-larsen,
2018-19,Bundesliga,MD3,3,2018-09-14,Frankfurt,Home,72,72,2,1,1,Marius,Wolf,Sancho,Sancho,Alcácer,,wolf,sancho,sancho,alcacer
2018-19,Bundesliga,MD3,3,2018-09-14,Frankfurt,Home,88,88,3,1,2,Paco,Alcácer,,Sancho,,No Official Assist (Sancho pass deflected to Alcácer); No 2nd Assist (Sancho corner); Combination (Sancho to Alcácer to Sancho to Alcácer),alcacer,,sancho,
2018-19,Champions League,GR-1,1,2018-09-18,Club Brugge,Away,85,85,1,0,1,Christian,Pulisic,,,,No Assists (Pulisic won the ball),pulisic,,,
2018-19,Bundesliga,MD4,4,2018-09-22,Hoffenheim,Away,84,84,1,1,0,Christian,Pulisic,Reus,Reus,Schmelzer,,pulisic,reus,reus,schmelzer
2018-19,Bundesliga,MD5,5,2018-09-26,Nürnberg,Home,9,9,1,0,1,Jacob,Bruun Larsen,Pulisic,Pulisic,Hakimi,,bruun-larsen,pulisic,pulisic,hakimi
2018-19,Bundesliga,MD5,5,2018-09-26,Nürnberg,Home,32,32,2,0,2,Marco,Reus,Philipp,Philipp,Pulisic,,reus,phillip,phillip,pulisic
2018-19,Bundesliga,MD5,5,2018-09-26,Nürnberg,Home,49,49,3,0,3,Achraf,Hakimi,Reus,Reus,,No 2nd Assist (Reus won the ball),hakimi,reus,reus,
2018-19,Bundesliga,MD5,5,2018-09-26,Nürnberg,Home,58,58,4,0,4,Marco,Reus,Bruun Larsen,Bruun Larsen,Delaney,Combination (Delaney to Reus to Bruun Larsen to Reus),reus,bruun-larsen,bruun-larsen,delaney
2018-19,Bundesliga,MD5,5,2018-09-26,Nürnberg,Home,74,74,5,0,5,Manuel,Akanji,,,,No Assists (Akanji won the ball),akanji,,,
2018-19,Bundesliga,MD5,5,2018-09-26,Nürnberg,Home,85,85,6,0,6,Jadon,Sancho,Delaney,Delaney,Akanji,,sancho,delaney,delaney,akanji
2018-19,Bundesliga,MD5,5,2018-09-26,Nürnberg,Home,88,88,7,0,7,Julian,Weigl,Sancho,Sancho,Delaney,,weigl,sancho,sancho,delaney
2018-19,Bundesliga,MD6,6,2018-09-29,Leverkusen,Away,65,65,1,2,-1,Jacob,Bruun Larsen,,Reus,Hakimi,No Official Assist (Reus shot saved and fell to Bruun Larsen),bruun-larsen,,reus,hakimi
2018-19,Bundesliga,MD6,6,2018-09-29,Leverkusen,Away,69,69,2,2,0,Marco,Reus,Sancho,Sancho,Bürki,Combination (Bürki to Sancho to Reus to Sancho to Reus),reus,sancho,sancho,burki
2018-19,Bundesliga,MD6,6,2018-09-29,Leverkusen,Away,85,85,3,2,1,Paco,Alcácer,Hakimi,Hakimi,Reus,Combination (Reus to Alcácer to Hakimi to Alcácer),alcacer,hakimi,hakimi,reus
2018-19,Bundesliga,MD6,6,2018-09-29,Leverkusen,Away,90+4,90.4,4,2,2,Paco,Alcácer,Sancho,Sancho,Hakimi,,alcacer,sancho,sancho,hakimi
2018-19,Champions League,GR-2,2,2018-10-03,AS Monaco,Home,51,51,1,0,1,Jacob,Bruun Larsen,Sancho,Sancho,Piszczek,,bruun-larsen,sancho,sancho,piszczek
2018-19,Champions League,GR-2,2,2018-10-03,AS Monaco,Home,72,72,2,0,2,Paco,Alcácer,Reus,Reus,Sancho,,alcacer,reus,reus,sancho
2018-19,Champions League,GR-2,2,2018-10-03,AS Monaco,Home,90+2,90.2,3,0,3,Marco,Reus,Bruun Larsen,Bruun Larsen,Diallo,,reus,bruun-larsen,bruun-larsen,diallo
2018-19,Bundesliga,MD7,7,2018-10-06,Augsburg,Home,62,62,1,1,0,Paco,Alcácer,Sancho,Sancho,Witsel,,alcacer,sancho,sancho,witsel
2018-19,Bundesliga,MD7,7,2018-10-06,Augsburg,Home,80,80,2,2,0,Paco,Alcácer,Guerreiro,Guerreiro,,No 2nd Assist (Guerreiro free kick),alcacer,guerreiro,guerreiro,
2018-19,Bundesliga,MD7,7,2018-10-06,Augsburg,Home,84,84,3,2,1,Mario,Götze,Hakimi,Hakimi,Sancho,,gotze,hakimi,hakimi,sancho
2018-19,Bundesliga,MD7,7,2018-10-06,Augsburg,Home,90+6,90.6,4,3,1,Paco,Alcácer,,,,No Assists (Direct free kick),alcacer,,,
2018-19,Bundesliga,MD8,8,2018-10-20,Stuttgart,Away,3,3,1,0,1,Jadon,Sancho,,Reus,Bruun Larsen,No Official Assist (Reus pass deflected to Sancho),sancho,,reus,bruun-larsen
2018-19,Bundesliga,MD8,8,2018-10-20,Stuttgart,Away,23,23,2,0,2,Marco,Reus,Piszczek,Piszczek,Sancho,Combination (Sancho to Reus to Piszczek to Reus),reus,piszczek,piszczek,sancho
2018-19,Bundesliga,MD8,8,2018-10-20,Stuttgart,Away,25,25,3,0,3,Paco,Alcácer,Reus,Reus,,No 2nd Assist (Alcácer won the ball); Combination (Alcácer to Reus to Alcácer),alcacer,reus,reus,
2018-19,Bundesliga,MD8,8,2018-10-20,Stuttgart,Away,85,85,4,0,4,Maximilian,Philipp,Pulisic,Pulisic,Witsel,,philipp,pulisic,pulisic,witsel
2018-19,Champions League,GR-3,3,2018-10-24,Atlético Madrid,Home,83,83,1,0,1,Axel,Witsel,Hakimi,Hakimi,Dahoud,,witsel,hakimi,hakimi,dahoud
2018-19,Champions League,GR-3,3,2018-10-24,Atlético Madrid,Home,73,73,2,0,2,Raphaël,Guerreiro,Hakimi,Hakimi,Dahoud,,guerreiro,hakimi,hakimi,dahoud
2018-19,Champions League,GR-3,3,2018-10-24,Atlético Madrid,Home,83,83,3,0,3,Jadon,Sancho,Hakimi,Hakimi,Götze,,sancho,hakimi,hakimi,gotze
2018-19,Champions League,GR-3,3,2018-10-24,Atlético Madrid,Home,89,89,4,0,4,Raphaël,Guerreiro,,,,No Assists (Guerreiro won the ball),guerreiro,,,
2018-19,Bundesliga,MD9,9,2018-10-27,Hertha Berlin,Home,27,27,1,0,1,Jadon,Sancho,Götze,Götze,Dahoud,,sancho,gotze,gotze,dahoud
2018-19,Bundesliga,MD9,9,2018-10-27,Hertha Berlin,Home,61,61,2,1,1,Jadon,Sancho,Hakimi,Hakimi,,No 2nd Assist (Hakimi won the ball immediately after it was taken from Guerreiro),sancho,hakimi,hakimi,
2018-19,DFB-Pokal,R2,2,2018-10-31,Union Berlin,Home,40,40,1,0,1,Christian,Pulisic,,Kagawa,Dahoud,No Official Assist (Kagawa shot saved and fell to Pulisic),pulisic,,kagawa,dahoud
2018-19,DFB-Pokal,R2,2,2018-10-31,Union Berlin,Home,73,73,2,1,1,Maximilian,Philipp,,Pulisic,Kagawa,No Official Assist (Unclear why); Combination (Kagawa to Philipp to Pulisic to Philipp),philipp,,pulisic,kagawa
2018-19,DFB-Pokal,R2,2,2018-10-31,Union Berlin,Home,120+1,120.1,3,2,1,Marco,Reus,,,,No Assists (Penalty),reus,,,
2018-19,Bundesliga,MD10,10,2018-11-03,Wolfsburg,Away,27,27,1,0,1,Marco,Reus,Delaney,Delaney,Sancho,,reus,delaney,delaney,sancho
2018-19,Bundesliga,MD11,11,2018-11-10,Bayern Munich,Home,49,49,1,1,0,Marco,Reus,,,,No Assists (Penalty),reus,,,
2018-19,Bundesliga,MD11,11,2018-11-10,Bayern Munich,Home,67,67,2,2,0,Marco,Reus,Piszczek,Piszczek,Dahoud,,reus,piszczek,piszczek,dahoud
2018-19,Bundesliga,MD11,11,2018-11-10,Bayern Munich,Home,73,73,3,2,1,Paco,Alcácer,Witsel,Witsel,Reus,,alcacer,witsel,witsel,reus
2018-19,Bundesliga,MD12,12,2018-11-24,Mainz 05,Away,66,66,1,0,1,Paco,Alcácer,Reus,Reus,Sancho,,alcacer,reus,reus,sancho
2018-19,Bundesliga,MD12,12,2018-11-24,Mainz 05,Away,76,76,2,1,1,Łukasz,Piszczek,,Sancho,Bruun Larsen,No Official Assist (Piszczek initial shot blocked and fell back to him),piszczek,,sancho,bruun-larsen
2018-19,Bundesliga,MD13,13,2018-12-01,Freiburg,Home,40,40,1,0,1,Marco,Reus,,,,No Assists (Penalty),reus,,,
2018-19,Bundesliga,MD13,13,2018-12-01,Freiburg,Home,90+1,90.1,2,0,2,Paco,Alcácer,Piszczek,Piszczek,Sancho,,alcacer,piszczek,piszczek,sancho
2018-19,Bundesliga,MD14,14,2018-12-08,Schalke 04,Away,7,7,1,0,1,Thomas,Delaney,Reus,Reus,,No 2nd Assist (Reus free kick),delaney,reus,reus,
2018-19,Bundesliga,MD14,14,2018-12-08,Schalke 04,Away,74,74,2,1,1,Jadon,Sancho,Guerreiro,Guerreiro,Diallo,Combination (Diallo to Sancho to Guerreiro to Sancho),sancho,guerreiro,guerreiro,diallo
2018-19,Champions League,GR-6,6,2018-12-11,AS Monaco,Away,15,15,1,0,1,Raphaël,Guerreiro,Philipp,Philipp,Pulisic,,guerreiro,philipp,philipp,pulisic
2018-19,Champions League,GR-6,6,2018-12-11,AS Monaco,Away,88,88,2,0,2,Raphaël,Guerreiro,Alcácer,Alcácer,Pulisic,,guerreiro,alcacer,alcacer,pulisic
2018-19,Bundesliga,MD15,15,2018-12-15,Werder Bremen,Home,19,19,1,0,1,Paco,Alcácer,Guerreiro,Guerreiro,,No 2nd Assist (Guerreiro free kick),alcacer,guerreiro,guerreiro,
2018-19,Bundesliga,MD15,15,2018-12-15,Werder Bremen,Home,27,27,2,0,2,Marco,Reus,Sancho,Sancho,Alcácer,Combination (Alcácer to Reus to Sancho to Reus),reus,sancho,sancho,alcacer
2018-19,Bundesliga,MD16,16,2018-12-18,Düsseldorf,Away,81,81,1,2,-1,Paco,Alcácer,Piszczek,Piszczek,Sancho,,alcacer,piszczek,piszczek,sancho
2018-19,Bundesliga,MD17,17,2018-12-21,Gladbach,Home,42,42,1,0,1,Jadon,Sancho,Götze,Götze,Reus,,sancho,gotze,gotze,reus
2018-19,Bundesliga,MD17,17,2018-12-21,Gladbach,Home,54,54,2,1,1,Marco,Reus,Götze,Götze,Sancho,,reus,gotze,gotze,sancho
2018-19,Bundesliga,MD18,18,2019-01-19,RB Leipzig,Away,19,19,1,0,1,Axel,Witsel,Piszczek,Piszczek,Guerreiro,,witsel,piszczek,piszczek,guerreiro
2018-19,Bundesliga,MD19,19,2019-01-26,Hannover 96,Home,24,24,1,0,1,Achraf,Hakimi,Guerreiro,Guerreiro,Sancho,Combination (Sancho to Hakimi to Guerriero to Hakimi),hakimi,guerreiro,guerreiro,sancho
2018-19,Bundesliga,MD19,19,2019-01-26,Hannover 96,Home,60,60,2,0,2,Marco,Reus,Hakimi,Hakimi,,No 2nd Assist (Hakimi won the ball),reus,hakimi,hakimi,
2018-19,Bundesliga,MD19,19,2019-01-26,Hannover 96,Home,62,62,3,0,3,Mario,Götze,Sancho,Sancho,Delaney,,gotze,sancho,sancho,delaney
2018-19,Bundesliga,MD19,19,2019-01-26,Hannover 96,Home,67,67,4,0,4,Raphaël,Guerreiro,Reus,Reus,Alcácer,,guerreiro,reus,reus,alcacer
2018-19,Bundesliga,MD19,19,2019-01-26,Hannover 96,Home,90,90,5,1,4,Axel,Witsel,Sancho,Sancho,Reus,Combination (Reus to Sancho to Witsel to Sancho to Witsel),witsel,sancho,sancho,reus
2018-19,Bundesliga,MD20,20,2019-02-02,Frankfurt,Away,22,22,1,0,1,Marco,Reus,Guerreiro,Guerreiro,Witsel,Combination (Witsel to Guerreiro to Reus to Guerreiro to Reus),reus,guerreiro,guerreiro,witsel
2018-19,DFB-Pokal,R16,3,2019-02-05,Werder Bremen,Home,45+3,45.3,1,1,0,Marco,Reus,,,,No Assists (Direct free kick),reus,,,
2018-19,DFB-Pokal,R16,3,2019-02-05,Werder Bremen,Home,105,105,2,1,1,Christian,Pulisic,Alcácer,Alcácer,Witsel,,pulisic,alcacer,alcacer,witsel
2018-19,DFB-Pokal,R16,3,2019-02-05,Werder Bremen,Home,113,113,3,2,1,Achraf,Hakimi,Philipp,Philipp,Pulisic,,hakimi,philipp,philipp,pulisic
2018-19,Bundesliga,MD21,21,2019-02-09,Hoffenheim,Home,32,32,1,0,1,Jadon,Sancho,Piszczek,Piszczek,Witsel,Combination (Witsel to Sancho to Piszczek to Sancho),sancho,piszczek,piszczek,witsel
2018-19,Bundesliga,MD21,21,2019-02-09,Hoffenheim,Home,43,43,2,0,2,Mario,Götze,,Sancho,Witsel,No Official Assist (Sancho shot saved and fell to Götze),gotze,,sancho,witsel
2018-19,Bundesliga,MD21,21,2019-02-09,Hoffenheim,Home,66,66,3,0,3,Raphaël,Guerreiro,Götze,Götze,Sancho,,guerreiro,gotze,gotze,sancho
2018-19,Bundesliga,MD23,23,2019-02-24,Leverkusen,Home,30,30,1,0,1,Dan-Axel,Zagadou,Sancho,Sancho,,No 2nd Assist (Sancho corner),zagadou,sancho,sancho,
